gene_name     synth_rate halflife
BRINP1               2.9     12.5
FAM213B              2.7      6.7
DCAF4L2              2.6     14.5
DDX23                1.9     12.1
IGF2BP3             10.0     15.8
CTSO                 2.6      7.1
KDM4E                1.3     16.7
MAP3K10              1.5      5.2
LCE6A                5.1     12.1
CYB561D1             4.6      9.9
GEN1                14.4     29.8
AFTPH                0.9      5.4
POFUT2               9.8      6.7
CSGALNACT1           5.0     11.3
CEP70               10.1     13.5
CDKN2D               2.3     28.3
TLR9                 0.8     20.2
SLC39A9              2.5     19.2
RP1-20N18.10         2.1     13.3
AC112719.1           1.7     18.4
CACNA1H              0.7     11.1
SNRNP40              0.4     13.6
KLK11                6.2      5.7
SLC17A9              0.8     10.9
AZIN2                2.2     18.7
TPPP3                0.4     12.9
SLC35G1              1.7     13.3
COMP                 0.8     16.7
PTPRT                3.0      6.4
U2AF2                3.7      7.2
GLT8D2               0.9      7.4
MT1G                 0.6     31.1
CTC-441N14.4         2.6     23.9
CTC-273B12.7         6.4     13.9
FAM19A1              1.9     14.1
QARS                 1.6     10.5
GZMK                 2.4      5.7
AC010731.4           4.6      7.4
NOS1AP               5.9     11.5
LRP12               17.6     20.8
OR11H1               4.0     18.6
STAC                 4.3     19.8
PPP1R36              1.3      9.3
GPI                  0.8     11.7
RILP                 1.6     16.4
SPG11                1.0     11.2
TSPAN5               4.3      4.7
GLYATL2              1.5     24.3
ABC13-47488600E17.1      1.0     10.4
GMDS                 9.4     19.4
FAM46C              26.4     12.3
LAYN                 1.8     10.9
ADCY10               3.8     14.2
CTSZ                 3.1     18.0
TOLLIP               2.9      8.4
DSG3                 1.8     15.8
RBM45                3.5     14.9
LSMEM2               0.3      5.2
ADAM33               1.4      8.0
PCBD1                0.3      5.8
MOSPD1               6.8      8.0
TAS2R40              3.1     42.9
SMC6                 0.8      7.3
OR11H6               2.9     12.3
SYTL3                2.7     23.8
WDR76                0.5      7.9
ARCN1                1.0     12.5
DIAPH1               1.1      9.9
CBWD5                2.8     18.9
NUDT15               3.1      7.9
CDC42SE2             1.9     11.6
ANO7                10.2     10.8
DIRC3                9.1     19.2
CMTM6                0.7     15.0
P3H1                 3.8      6.8
SPATA6L              2.0     27.1
SCG3                 2.0     10.1
GLB1L3               2.2      8.6
PPP3R2               3.8     19.2
SH3BGR               7.3     15.9
MPV17L               0.6     22.5
DSE                 10.2     16.8
APOC4-APOC2          1.0     22.3
PTPN1                7.7      7.3
PTPN23               0.8      5.9
DRGX                 2.4      4.7
IGF1                 3.9     17.9
C6orf141             0.3     11.4
WDR86                2.3      7.9
ATP5S                3.2     18.3
SPATA18              1.8      8.5
RBMXL2               1.3     24.3
AL365181.1           0.9     14.8
CTSV                 1.0      9.1
MIXL1                1.0      5.7
LCE5A                2.8     11.4
ZBTB21               3.5     11.9
PCF11                1.3      9.3
ABHD17B              1.2      6.7
PRMT5                0.7     15.2
GRINA                1.0      8.7
STEAP1B              8.7     13.4
C16orf89             0.4     12.3
SLC10A3              3.9      4.8
IFNLR1               0.7     19.2
PCDH12               1.3      8.4
NPHS1               11.5     12.9
FOXD4L1              1.5     12.0
RP11-119J18.1        2.0     14.2
VEPH1                0.6     18.3
WHSC1                1.9      9.5
P2RX7                3.8      6.2
KIF2C                0.9      5.0
EPB41L1              0.5     11.6
AC009014.3           1.3     16.2
ABCG2                3.7      9.5
SLN                  0.9      5.6
HK1                  1.6     19.4
NSUN3                0.7     22.0
NACC1                1.8      7.9
LYN                  5.3      9.1
B3GALT5              1.5     13.0
GTF2H2               2.0     15.9
SBK2                 4.7     28.9
KCNS2                1.5      9.4
KLHDC8A              4.7     18.5
CEP85L               2.9     13.8
GRAPL                0.9     15.0
ESYT2                7.2     17.1
SLC22A13             1.3      9.7
TLR4                 4.1     16.4
FMO4                15.5     12.6
PPARD                0.7     14.3
H2AFY                2.7     13.5
APIP                 3.8     25.2
EPB42                0.7     14.0
CEP295NL             1.0     19.0
RP5-994D16.12        1.2     12.7
GOLT1B               1.4     10.4
ZFP91                5.1      7.8
C1QTNF5              0.8      8.5
CTNNA1               0.3     46.0
FBN3                 1.6     10.6
MOB1A                2.2     13.4
P2RY14               6.2     11.8
PI15                 1.3     16.7
EDNRA                0.7      9.2
ATP5A1               2.2     10.7
BARX1                1.9     17.1
ABCF2                2.0      9.9
TUBA4B               3.7     17.1
TMEM14C              9.9      9.5
PHKA1                3.3      5.3
JUP                 13.6     10.1
BOLA1                7.1      6.8
GSTM4                0.5     11.0
PCYT1A               1.2     22.1
RARS                 5.7     16.6
ANKRD6               0.4     22.6
CD164                0.7      6.8
HIST1H1A            15.3     19.9
PRICKLE4             2.9      7.3
KRT12                1.7      9.6
EP300                7.0      8.4
SMAD3                3.0     14.9
MAGEB3               1.3     14.3
CCDC130              5.4     11.8
ARHGAP23            15.5      9.6
MYLPF                0.3     10.7
PFN3                 3.7     11.9
ARL17B               3.5     11.9
ZNF597               3.8      9.8
RCBTB2               1.7     12.1
ATP6V0D2             1.7      9.7
S1PR3                3.1     15.2
CCDC183              4.3     11.3
SETDB1               1.3      9.6
PUM1                 7.1      5.4
LONRF2               3.6     18.7
FAM182B              0.4      9.5
ERICH3               1.0     11.6
HOOK1                4.6      4.3
ZSCAN5B              3.9     20.0
HMX1                 2.8     12.8
TTC39A               0.8      9.7
DRG2                 0.7     10.8
GRID2                0.6      7.0
SLCO2B1              9.1     10.5
SNAI2                2.2      6.3
FAM199X              7.3      7.8
PNKP                 7.8     16.8
MCRS1                0.4     10.0
PTCD1                4.4     18.3
DRAM2                0.6     30.3
DNAJB9               2.7     13.6
PTPRJ                2.0      7.5
CH507-152C13.3       3.0      8.9
VAV3                 0.6     12.4
SELPLG               3.3     16.7
EIF3CL               9.1     11.6
NPRL2                1.1     21.3
SCUBE1               1.4      8.7
PTPRZ1               8.5      7.2
ODF1                 3.1      7.2
CHD2                 3.5     14.8
LCN10                6.4      7.7
HNRNPH3             20.2     28.2
AC005779.2           3.6      5.7
ALDH3A1              3.5      7.6
ERO1A                1.3     20.9
ZNF689               8.1      9.8
RIMS4                6.2     18.0
VPS25                0.9     10.7
LMF2                 1.6     14.3
CCDC53               1.4     18.0
PCNX4                1.2     21.6
ANO3                 3.0      9.8
OPA1                 7.0     18.1
ADAM10               0.9     17.1
HAL                  0.3     31.3
ACBD5               26.0      9.2
CFAP58               5.4     12.9
VIL1                 2.8      7.5
PRKCA                0.5     14.4
HSD17B3              1.7      9.0
ZSCAN2               0.3     10.2
BBS2                 4.4     11.6
HEMGN                4.0     14.4
MSR1                 3.7     27.6
DEFB133              1.2      7.8
RPS8                 3.8      9.6
MEGF8                2.9      6.1
C6orf222             1.0     16.7
MYBL1               22.6     11.3
RUFY2               11.3     17.9
RP11-327P2.7         0.7     12.1
MBTPS1               1.4     12.6
HAPLN2               1.4      9.6
NIF3L1               5.4      7.7
KRTAP22-2            3.3     27.3
PPL                  8.0     11.6
CMIP                 5.5     11.3
AURKC                0.4     12.1
CYR61                1.3      6.8
PLEKHG4              0.8      5.3
PRDM14               2.6     15.0
HOXA4               15.9      9.3
SLC29A3              2.0      4.3
MMP28                3.1     13.2
C21orf91             1.5     11.9
HIGD1A               1.9     19.2
DCDC1                2.0      5.1
TRAT1                4.9     12.9
SSX2                 1.9     25.3
EPN2                 2.1     19.4
UPB1                10.8      8.9
PCED1B              25.9      9.0
C9orf172             3.0     15.5
MLXIP                1.2     12.8
CHORDC1              4.2     27.5
OFCC1                1.8     11.1
TMEM161A             0.7     14.6
OSBP2                2.1     12.1
SRC                  1.3     18.7
THEMIS               0.2     10.6
BCKDK                1.8     15.3
SNX13                1.9     12.9
DLX2                 1.8      9.7
ANKRD39              3.4     22.8
AVIL                 0.4      3.1
PGPEP1               6.9     19.1
PRR21                1.9     15.5
ARID5B               0.7      7.3
TRPV3                1.2     16.7
ATP13A3              1.5     13.3
TCF19                2.1     11.0
CCDC172              6.5     11.6
VLDLR                4.7     23.4
ETS2                 3.4      5.4
NUDT9                0.2     18.1
OR6S1                2.1     18.3
MMACHC               1.5      8.7
HDGFL1               8.2     12.4
RYR1                 1.3     23.3
CTD-2132N18.3        1.8     10.6
ginger               9.1     13.9
SUSD3                0.7     27.8
C9orf153             0.8      9.1
MPEG1                2.4      4.4
CCDC43               2.1      3.8
KIAA1841             0.7     11.4
H3F3A                1.0     12.6
CYP3A7-CYP3A51P     11.1     27.0
PCDHGA9              1.3      9.1
SCEL                 1.5     20.6
SORBS3              35.8     17.9
MAB21L2              3.2      9.5
MTFR2                1.2     10.3
AC136616.1           2.5      9.6
OR2V1                0.8     14.7
ANGPTL8              2.7      9.0
IGDCC3               0.2     16.6
KIR2DL4              1.1     10.4
PGLS                 4.9      8.0
GLS2                 0.9      7.6
PSMB3                3.0     14.9
AQP1                 3.3      4.2
PRDX1                7.0     15.7
CAV1                12.6     11.5
P2RX6                0.4      6.0
DCP1B                0.3     11.2
M6PR                 2.1     10.7
RLN3                 8.5      7.3
GABBR2               0.8      9.0
GPR68                0.7     19.8
HINT1                8.4      6.0
AP000322.53          0.4     23.2
TMEM184C             2.6      8.4
ERCC3                2.1     10.7
SLC31A1              1.1      6.3
SH2D6                5.3     18.3
CDH11                4.9      6.9
PSMD5                1.7     16.8
OR2AE1               2.9     54.7
ZNF365               1.3     11.5
CMPK1                0.4     34.5
SDR39U1             15.1      7.2
TMEM86A              3.5      8.0
HPS4                 5.7     32.3
SIRPD                5.0     11.4
ZBP1                 0.6      7.3
EXTL1                1.7     14.2
GUCA1B               2.8     13.6
MCRIP1               2.0     12.8
OAZ2                 2.7     11.4
CHFR                 0.9     18.6
PDE4D                1.2      6.1
AC006449.2           2.1     10.6
UNC13D               4.7     12.8
IL10RA               3.9      8.5
MYBL2                3.2      9.5
FKBP4                2.0     16.1
