gene_name         0h    12h    24h    48h    96h 
NCEH1             24.2   25.4   21.8   13.7    2.8 
ECT2              27.3   11.0    4.2    0.4    0.0 
SPATA16           24.3   13.1    6.4    1.1    0.0 
NLGN1              8.2    5.0    3.1    0.9    0.0 
NAALADL2          38.3   32.0   19.5    7.3    0.7 
TBL1XR1           16.0    6.6    2.0    0.2    0.0 
KCNMB2            17.9    7.4    2.7    0.3    0.0 
RP11-385J1.3      65.0   71.3   70.6   64.1   28.5 
ZMAT3            208.1  173.9  134.7   53.5    6.3 
PIK3CA            47.4   34.1   21.2    7.7    0.5 
KCNMB3           114.0   65.4   37.0    9.4    0.3 
ZNF639           225.1  244.0  241.5  188.9   55.7 
MFN1              13.8   12.6    8.9    4.7    0.7 
GNB4              20.0   30.3   38.3   48.1   40.1 
ACTL6A            13.8    6.1    2.7    0.4    0.0 
MRPL47            10.0    7.4    3.4    0.8    0.0 
NDUFB5            98.9   81.4   52.3   20.8    1.9 
USP13             10.8    6.4    2.8    0.4    0.0 
PEX5L             57.4   29.0   11.2    1.4    0.0 
TTC14              7.5    6.2    4.7    2.2    0.3 
CCDC39            17.1   13.8   11.3    5.7    0.8 
FXR1              68.9   84.9   80.1   69.0   34.6 
DNAJC19           50.5   74.4   87.9   97.9   69.6 
SOX2             101.8  119.8  124.9  106.4   51.8 
ATP11B            18.5   20.3   17.6   11.8    3.2 
DCUN1D1           17.7    6.9    2.6    0.3    0.0 
MCCC1             36.4   20.2    9.5    1.5    0.0 
LAMP3             23.5   20.9   15.5    7.9    1.1 
MCF2L2            15.0   16.0   18.5   13.7    4.6 
B3GNT5           161.5  163.6  147.5  110.8   32.8 
KLHL6            147.3  166.6  198.6  154.4   63.0 
KLHL24             9.2    4.4    1.8    0.3    0.0 
YEATS2            84.9  117.7  131.1  166.4  132.4 
MAP6D1            28.0   21.5   15.0    5.1    0.4 
PARL              17.5   26.5   35.4   60.2   97.2 
ABCC5             66.5   66.6   58.3   29.9    8.1 
HTR3D            131.8  126.3  106.6   60.6   11.6 
HTR3C            286.6  465.5  650.4 1033.8 1610.5 
HTR3E             44.5   63.7   73.3   89.1   91.9 
EIF2B5            22.2    4.2    0.6    0.0    0.0 
DVL3               7.6    8.7    8.2    6.5    2.2 
AP2M1             15.5    7.8    3.9    0.6    0.0 
ABCF3             13.5    5.5    2.1    0.2    0.0 
VWA5B2             7.3    7.6    5.4    2.9    0.5 
ALG3              81.1   56.6   36.0   11.7    0.9 
ECE2              31.0   21.3   14.4    5.2    0.4 
CAMK2N2           44.4   42.0   27.0   12.0    1.1 
PSMD2            177.9  211.3  204.9  164.0   77.9 
EIF4G1             7.9    4.3    2.1    0.4    0.0 
FAM131A           65.1   65.6   64.9   49.2   14.7 
CLCN2             38.7   20.8    8.1    1.3    0.0 
POLR2H            29.1   18.0    8.5    2.2    0.1 
THPO              27.6   11.4    4.7    0.6    0.0 
CHRD              37.8   10.9    3.5    0.2    0.0 
EPHB3             13.1   14.0   14.5    9.2    3.4 
MAGEF1            24.2   31.4   34.9   36.1   19.9 
VPS8              71.5   13.4    2.1    0.0    0.0 
C3orf70           21.8    2.4    0.2    0.0    0.0 
EHHADH            13.5    9.6    6.1    2.2    0.2 
MAP3K13           14.8   13.0    9.6    3.8    0.5 
TMEM41A           18.1   26.8   32.7   36.8   30.7 
LIPH              10.0   13.2   14.1   15.3    8.5 
SENP2             48.3   41.6   33.2   14.5    2.0 
IGF2BP2           12.2    9.3    6.2    2.2    0.2 
TRA2B              9.9    9.2    9.0    5.9    1.3 
ETV5              22.9   20.6   14.3    5.1    0.5 
DGKG             104.3  140.3  140.4  154.3   90.8 
CRYGS            104.0  128.2  109.9   83.2   33.5 
TBCCD1            62.8   58.4   50.2   29.4    6.3 
DNAJB11           80.2   86.8   84.4   65.3   24.3 
RP11-134F2.8      50.0   58.3   64.9   59.1   33.1 
AHSG              36.3   21.9   14.7    4.0    0.2 
FETUB             45.1   57.1   78.4  103.7   92.3 
HRG               34.4   13.1    4.4    0.4    0.0 
KNG1             313.1  348.9  358.4  267.7   89.2 
EIF4A2             6.6    1.7    0.5    0.0    0.0 
RFC4              24.6   19.6   16.2    7.8    0.9 
ADIPOQ            33.9   48.0   59.3   61.4   38.6 
ST6GAL1           17.3   19.5   16.3   10.5    2.9 
RPL39L            31.4   28.5   17.4    8.5    0.9 
RTP1              30.0   17.2    8.1    1.6    0.0 
MASP1              2.8    1.6    0.8    0.1    0.0 
RTP4               8.5    7.5    6.2    3.8    0.8 
SST               84.4   68.4   48.1   21.9    2.2 
RTP2               6.1    1.4    0.3    0.0    0.0 
BCL6              43.0   37.8   31.5   19.4    4.0 
RP11-211G3.2      45.7   50.1   49.2   41.0   14.0 
LPP               34.7   23.1   13.4    3.7    0.2 
TPRG1             42.5   30.2   19.5    5.4    0.3 
TP63              14.2    7.3    2.7    0.5    0.0 
P3H2             105.2   97.5   70.5   33.1    4.5 
CLDN1              8.7    6.2    3.7    1.0    0.1 
CLDN16           131.5  118.5   83.1   38.3    5.1 
TMEM207            7.5    2.3    0.7    0.1    0.0 
IL1RAP             5.4    4.7    3.6    1.6    0.2 
GMNC               6.2    0.5    0.0    0.0    0.0 
OSTN               9.7    8.2    6.2    2.4    0.3 
UTS2B             48.0   55.5   53.3   47.9   20.4 
CCDC50             9.2    5.0    2.7    0.6    0.0 
FGF12            134.5  206.5  213.3  260.9  216.2 
MB21D2            12.6    3.1    0.7    0.0    0.0 
HRASLS            59.6   37.2   15.6    2.2    0.0 
ATP13A5           73.6   76.9   67.1   48.5   14.1 
ATP13A4            1.4    0.7    0.3    0.1    0.0 
OPA1             135.2  163.6  189.3  164.9   74.2 
HES1              50.1   52.2   54.5   45.7   19.5 
CPN2              37.3   42.9   46.7   33.0   13.8 
LRRC15            57.7   55.2   52.0   25.4    5.5 
GP5               54.7   40.1   24.2    6.9    0.3 
ATP13A3           20.1   21.8   16.0    9.5    1.8 
TMEM44             5.6    3.0    1.9    0.4    0.0 
LSG1              65.3   93.8  132.9  189.7  231.0 
FAM43A            12.6    9.4    6.0    2.4    0.2 
XXYLT1           163.5  168.3  179.6  123.5   37.8 
ACAP2             15.8   18.9   24.7   19.7   12.9 
PPP1R2            25.2   12.8    6.6    1.3    0.0 
APOD              10.5    4.7    2.1    0.3    0.0 
MUC20             84.2   90.0  100.2   85.7   39.6 
MUC4              86.3   55.3   30.7    7.6    0.3 
TNK2              71.2   29.6    9.4    1.0    0.0 
TFRC             246.0  477.5  929.0 2589.1 11017.0 
ZDHHC19           12.2    7.4    3.6    0.8    0.0 
SLC51A            35.8   15.5    6.0    0.7    0.0 
PCYT1A            27.5   41.1   45.7   50.6   43.3 
RP11-447L10.1     18.4   13.7   10.3    4.2    0.3 
TCTEX1D2          60.6   55.7   36.7   15.4    1.5 
TM4SF19-TCTEX1D2   53.9   31.7   14.7    3.0    0.1 
TM4SF19            7.4    4.1    2.1    0.4    0.0 
UBXN7             19.7    9.0    4.0    0.5    0.0 
RNF168            48.2   35.4   18.1    4.5    0.2 
SMCO1             16.7   10.6    5.3    1.4    0.1 
WDR53              5.7    2.2    0.6    0.1    0.0 
FBXO45           129.9  129.9  116.9   76.1   20.4 
NRROS              4.3    1.8    0.8    0.1    0.0 
PIGX              30.4   38.2   40.7   30.3   11.5 
CEP19             84.1  149.8  228.5  383.3  604.1 
PAK2              27.8   14.5    6.9    1.1    0.0 
SENP5             48.7   80.0  126.2  238.0  450.8 
NCBP2             25.0   28.9   31.7   27.1   14.2 
NCBP2-AS2         10.5   12.1   11.1    8.7    3.4 
PIGZ              18.7   20.4   23.4   19.2    8.7 
MELTF             38.7   22.5   12.2    2.9    0.1 
DLG1              24.2   18.2   13.1    4.2    0.3 
BDH1              10.9    7.5    5.0    1.3    0.1 
RUBCN            118.1  154.9  171.2  196.2  115.4 
FYTTD1            30.0   17.8   12.7    4.1    0.3 
LRCH3             27.7   19.0   10.3    2.6    0.1 
IQCG              14.9   18.9   25.3   28.3   22.6 
RPL35A            18.4    4.5    0.9    0.0    0.0 
LMLN              54.6   45.3   38.3   18.2    2.5 
ZNF595             9.7    9.9    7.8    4.3    0.8 
ZNF718             9.5    3.6    1.3    0.1    0.0 
ZNF732             7.4    4.5    2.5    0.8    0.0 
ZNF141             6.4    2.4    1.0    0.1    0.0 
ZNF721            13.6    4.5    1.1    0.1    0.0 
PIGG              37.5   53.4   65.7   94.6  101.8 
PDE6B              6.5    7.4    6.1    4.7    1.4 
ATP5I             77.4   73.0   49.6   21.9    3.1 
MYL5             307.0  330.6  283.9  186.9   47.6 
MFSD7            514.4  685.6  727.1  710.7  587.1 
PCGF3            113.8  177.2  217.1  296.0  392.4 
CPLX1             26.2   26.3   27.6   17.3    4.6 
GAK               10.0    2.2    0.5    0.0    0.0 
TMEM175            7.6    0.6    0.0    0.0    0.0 
DGKQ              26.8   15.4   10.1    3.3    0.2 
SLC26A1           24.1   26.7   23.9   16.0    4.4 
IDUA              20.0    4.0    0.8    0.0    0.0 
FGFRL1            20.6   14.1    8.4    2.2    0.1 
RNF212            10.9   13.9   12.6    8.8    3.1 
SPON2              6.7    5.5    4.2    1.7    0.2 
CTBP1             48.0   44.9   47.4   44.4   18.5 
MAEA             147.7  128.3  106.6   60.3   12.2 
UVSSA              3.5    1.4    0.5    0.0    0.0 
CRIPAK            75.3  114.2  152.2  251.0  385.4 
NKX1-1            57.3   63.4   53.5   37.1    9.1 
FAM53A             1.8    1.5    1.3    0.7    0.1 
SLBP               6.8    1.8    0.4    0.0    0.0 
TMEM129           58.9   29.8   15.9    2.5    0.0 
TACC3              4.3    2.1    1.1    0.2    0.0 
FGFR3              8.5    5.6    3.0    0.7    0.0 
LETM1             12.8   12.8   11.7    7.4    1.8 
WHSC1             18.5   12.0    6.9    1.9    0.1 
NELFA             63.2   80.5   86.3  108.6   89.8 
C4orf48           51.3   46.3   35.2   17.6    3.7 
NAT8L             36.0   37.0   32.7   19.4    3.9 
POLN             109.5   78.7   52.0   18.2    1.4 
HAUS3            116.2  134.4  127.7  129.4   67.0 
MXD4              89.7  119.8  133.8  136.5   91.4 
ZFYVE28           93.2   99.4   87.2   54.3   14.9 
CFAP99           128.2   62.0   28.4    3.9    0.1 
RNF4              19.1   19.5   17.7   11.3    2.7 
FAM193A            5.5    4.9    4.6    2.9    0.7 
TNIP2            136.8  165.1  190.3  183.8  101.1 
SH3BP2            23.1   17.1   10.7    3.7    0.2 
ADD1               2.7    2.2    1.5    0.6    0.1 
MFSD10            40.9   35.2   27.2   14.3    2.0 
NOP14            166.1  135.6  100.2   33.4    2.6 
GRK4              49.3   60.7   56.6   50.4   21.7 
HTT               95.1   79.0   52.6   22.6    2.3 
MSANTD1            5.9    2.9    1.3    0.2    0.0 
RGS12             35.7   63.9   83.7  132.0  206.3 
HGFAC             59.4   75.3  102.2  134.3  147.8 
DOK7               8.4    3.7    1.4    0.2    0.0 
LRPAP1            79.4   85.3   87.8   71.6   24.4 
AL590235.1        35.4   17.2    8.0    1.5    0.0 
ADRA2C            23.1   15.9    8.2    2.1    0.1 
OTOP1             39.3   28.1   16.8    4.6    0.3 
TMEM128          111.0   58.1   23.2    2.9    0.0 
LYAR              69.1   81.2   72.7   55.2   20.0 
ZBTB49            18.7    9.1    3.7    0.5    0.0 
NSG1              38.8   12.0    4.1    0.3    0.0 
STX18              4.1    2.2    0.9    0.1    0.0 
MSX1              27.6   30.3   22.2   15.3    2.9 
CYTL1              7.0    2.8    0.9    0.1    0.0 
STK32B            48.6   45.9   33.5   16.5    2.2 
EVC2             453.8  620.0  751.6  735.0  463.4 
EVC                5.7    4.2    2.7    0.8    0.0 
CRMP1              6.5    5.5    3.8    1.8    0.2 
C4orf50           27.9   15.5    6.9    1.3    0.0 
JAKMIP1            2.4    1.8    0.9    0.2    0.0 
WFS1             109.5  148.5  193.4  214.3  172.2 
PPP2R2C           16.1    5.4    1.7    0.1    0.0 
MAN2B2            24.1   26.4   26.4   20.2    6.2 
MRFAP1             4.6    3.0    2.0    0.6    0.0 
S100P             16.4   10.3    5.1    1.4    0.1 
MRFAP1L1          52.3   36.5   25.5    9.0    0.7 
BLOC1S4           11.7   18.0   19.4   25.6   22.7 
KIAA0232          43.0   51.3   48.9   30.7    9.0 
TBC1D14           89.1   97.5   93.9   68.5   20.8 
CCDC96            67.1   28.2   12.9    1.5    0.0 
TADA2B            21.5   10.7    5.3    1.0    0.0 
GRPEL1            19.7   26.4   32.4   31.7   21.9 
SORCS2            59.0   45.4   33.1   11.2    0.9 
PSAPL1             6.7    3.1    1.2    0.2    0.0 
AFAP1              5.1    2.2    0.8    0.1    0.0 
ABLIM2            13.3   14.2   12.7    8.1    2.2 
SH3TC1             3.9    2.4    1.1    0.2    0.0 
AC104650.1        70.9   74.8   64.7   53.2   19.8 
HTRA3            242.5  208.0  137.4   73.0    8.7 
ACOX3              9.2   10.1   10.7    7.0    2.8 
TRMT44            68.4   31.4   12.5    1.8    0.0 
GPR78              6.1    2.9    1.3    0.2    0.0 
CPZ               12.3    9.4    5.3    1.3    0.1 
HMX1              37.3   33.4   25.4   16.0    2.5 
FAM90A26          43.5   44.3   46.7   36.0   13.5 
USP17L10           8.0    2.2    0.5    0.0    0.0 
USP17L11         173.2  174.5  153.1  108.9   29.3 
USP17L12          13.8   11.0    9.3    4.3    0.6 
USP17L13          19.5   10.0    5.4    1.0    0.0 
USP17L15           7.4    4.4    2.1    0.4    0.0 
USP17L17          18.7    5.6    1.8    0.1    0.0 
USP17L18           9.2    8.9    7.8    3.3    0.5 
USP17L19         158.6  154.8  146.2   84.7   19.1 
USP17L20          23.7   19.3   16.0    6.9    0.9 
USP17L21           8.8    4.0    1.4    0.2    0.0 
USP17L22          48.0   30.9   22.7    7.7    0.5 
USP17L23          41.6   46.9   49.0   38.1   12.0 
USP17L24          24.3   18.0   10.2    3.5    0.2 
USP17L25         167.9   94.1   42.7    8.2    0.2 
USP17L26          87.0  102.1  141.1  171.0  136.4 
USP17L5            8.8    0.3    0.0    0.0    0.0 
USP17L27         570.6  500.3  435.1  233.2   44.6 
USP17L28          18.1    4.6    1.0    0.0    0.0 
USP17L29          36.3   34.0   26.8   14.7    2.0 
USP17L30          72.8   59.7   48.9   23.2    3.7 
DEFB131           35.6   32.6   25.2   12.3    1.8 
SLC2A9            59.3  104.4  157.0  276.4  668.4 
DRD5             147.2  217.0  224.5  205.6  114.6 
WDR1              18.3   20.7   26.1   23.9   17.0 
ZNF518B           98.4  141.8  141.7  146.4   72.1 
CLNK              76.9   67.6   56.2   25.2    3.6 
HS3ST1           292.5  310.3  281.2  226.6   88.3 
RAB28              3.7    2.6    1.5    0.5    0.0 
NKX3-2            30.0   20.4   13.6    4.1    0.3 
BOD1L1            54.6   41.0   29.7   11.8    1.3 
AC006445.1        37.9    7.6    1.3    0.0    0.0 
CPEB2             75.1   45.3   26.4    6.7    0.3 
C1QTNF7           11.0   12.1   10.9    9.5    3.0 
CC2D2A            85.6   88.1   82.8   56.3   17.7 
FBXL5              5.9    2.2    0.7    0.1    0.0 
FAM200B            2.8    1.5    0.8    0.2    0.0 
BST1              36.7   42.6   32.5   16.7    3.0 
CD38              24.1   20.8   13.3    5.6    0.5 
FGFBP1            22.2   25.9   28.7   21.8    8.5 
FGFBP2            12.2   13.2   14.8   11.6    5.3 
PROM1             10.5    6.1    2.7    0.6    0.0 
TAPT1             56.0   30.1   16.4    2.9    0.1 
LDB2              29.2   45.9   66.9  112.6  186.2 
QDPR              18.8   25.9   26.0   19.0    8.9 
CLRN2            104.5  102.1   95.9   64.8   16.3 
LAP3             268.6  300.5  340.9  279.4  153.2 
MED28            164.3  288.5  408.6  671.3 1344.1 
FAM184B           46.5   42.8   36.1   19.6    3.9 
DCAF16             3.2    1.4    0.5    0.1    0.0 
NCAPG              4.4    3.4    2.4    1.0    0.1 
LCORL            155.2  255.9  401.8  772.3 1682.3 
SLIT2             80.2  115.9  119.0  117.1   66.8 
PACRGL            42.8   39.9   30.1   13.5    1.7 
KCNIP4             5.8    4.3    2.9    1.1    0.1 
ADGRA3            18.4   10.9    4.8    1.1    0.0 
PPARGC1A          20.4   11.3    4.3    0.7    0.0 
DHX15             40.8   53.2   52.6   49.8   23.2 
SOD3               4.9    1.6    0.5    0.0    0.0 
CCDC149           22.2   27.9   30.1   26.0   13.4 
LGI2              18.9   17.5   16.4   10.3    2.3 
SEPSECS           97.0  125.0  120.0  110.3   50.3 
RP11-717K11.2    110.6  133.4  161.6  147.3  112.0 
PI4K2B            57.4   80.3  108.0  139.4  172.0 
ZCCHC4            20.9    7.0    2.1    0.1    0.0 
ANAPC4            45.0   44.8   42.8   31.1    9.0 
SLC34A2           25.4   19.5   12.7    4.1    0.3 
SEL1L3             9.8    4.3    1.6    0.2    0.0 
SMIM20            20.8   20.6   21.9   15.0    5.0 
RBPJ              69.1   51.1   40.4   15.9    1.6 
CCKAR              8.9    5.1    2.6    0.5    0.0 
TBC1D19           44.3   31.3   22.3    7.1    0.5 
STIM2             36.1   20.7   11.4    2.1    0.1 
PCDH7            109.9   77.1   50.9   16.8    1.0 
ARAP2             79.0   36.5   14.9    2.5    0.0 
DTHD1            319.8  329.8  298.1  226.3   72.6 
NWD2               7.7    6.3    3.4    1.3    0.1 
C4orf19            8.0    8.6    8.3    6.1    1.7 
RELL1             44.5   42.3   42.2   28.3    9.5 
PGM2              33.6   26.8   21.1    9.2    1.2 
AC021106.1        43.6   57.3   72.7  101.3   88.8 
TBC1D1            62.7   53.9   49.3   42.4   11.8 
PTTG2             18.6   14.7    8.9    2.9    0.2 
KLF3              10.4    2.8    0.6    0.0    0.0 
TLR10             66.4   37.3   18.2    4.1    0.1 
TLR1              19.0    9.8    4.3    0.7    0.0 
TLR6              37.2   40.0   37.6   28.8   12.6 
FAM114A1         180.5   75.7   26.8    2.8    0.0 
TMEM156           22.9   18.0   11.7    3.7    0.3 
KLHL5             10.0    3.6    1.1    0.1    0.0 
WDR19              7.9    7.0    5.5    2.6    0.3 
RFC1              14.3    7.4    3.9    0.7    0.0 
KLB               56.9   86.3  106.7  135.5  146.0 
RPL9              40.6   41.0   34.2   23.1    4.6 
LIAS              47.0   52.4   60.6   55.5   28.6 
UGDH               2.2    1.6    1.0    0.3    0.0 
SMIM14            49.6   79.9   99.4  139.6  153.9 
UBE2K             14.9   17.1   15.8   11.9    4.4 
PDS5A             86.1  100.6  106.5  106.6   50.2 
N4BP2              7.3    2.3    0.7    0.0    0.0 
RHOH              13.0   15.7   17.0   16.3    8.8 
CHRNA9            24.5   16.8   11.4    4.6    0.3 
RBM47             31.0   40.8   47.1   46.7   28.9 
NSUN7             34.4   20.9   12.2    3.6    0.2 
APBB2             14.5    8.0    4.1    0.7    0.0 
UCHL1             65.6   67.4   59.7   39.6   11.2 
